message,severity,attributes,tags,timestamp
1:M 20 Apr 2026 06:22:51.408 * <ReJSON> Enabled diskless replication,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.022541157Z
"1:M 20 Apr 2026 06:22:51.408 * <ReJSON> Initialized shared string cache, thread safe: false.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.022548548Z
1:M 20 Apr 2026 06:22:51.410 * Ready to accept connections tcp,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.026792612Z
1:M 20 Apr 2026 06:22:51.410 * RDB memory usage when created 1.01 Mb,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.026946195Z
"1:M 20 Apr 2026 06:22:51.410 * Done loading RDB, keys loaded: 0, keys expired: 0.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.026952115Z
1:M 20 Apr 2026 06:22:51.410 * <search> Disabled workers threadpool of size 4,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.026957960Z
1:M 20 Apr 2026 06:22:51.410 * <search> Loading event ends,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.026963701Z
1:M 20 Apr 2026 06:22:51.410 * DB loaded from disk: 0.001 seconds,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.026969261Z
"1:M 20 Apr 2026 06:23:00.774 # Redis is now ready to exit, bye bye...",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:23:01.626934344Z
1:signal-handler (1776666180) Received SIGTERM scheduling shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:23:01.627211456Z
1:M 20 Apr 2026 06:23:00.758 * User requested shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:23:01.627218979Z
1:M 20 Apr 2026 06:23:00.758 * Saving the final RDB snapshot before exiting.,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:23:01.627225581Z
1:M 20 Apr 2026 06:23:00.773 * DB saved on disk,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:23:01.627231294Z
Stopping Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:23:02.703532958Z
Mounting volume on: /var/lib/containers/railwayapp/bind-mounts/235652c9-ac03-4348-81f4-bae923d60581/vol_kfmeeufbododrjhq,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:03.989877320Z
Starting Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:03.990043810Z
Starting Redis Server,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738794346Z
"1:C 20 Apr 2026 06:23:03.578 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738801322Z
1:C 20 Apr 2026 06:23:03.578 * oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738808022Z
"1:C 20 Apr 2026 06:23:03.578 * Redis version=8.2.1, bits=64, commit=00000000, modified=1, pid=1, just started",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738814775Z
1:C 20 Apr 2026 06:23:03.578 * Configuration loaded,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738822063Z
1:M 20 Apr 2026 06:23:03.579 * monotonic clock: POSIX clock_gettime,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738829131Z
"1:M 20 Apr 2026 06:23:03.580 * Running mode=standalone, port=6379.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738836699Z
1:M 20 Apr 2026 06:23:03.580 * <bf> RedisBloom version 8.2.0 (Git=unknown),info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738844227Z
1:M 20 Apr 2026 06:23:03.580 * <bf> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738850912Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ bf-error-rate       :      0.01 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738858362Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ bf-initial-size     :       100 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738865627Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ bf-expansion-factor :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738872280Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ cf-bucket-size      :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738879330Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ cf-initial-size     :      1024 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738886251Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ cf-max-iterations   :        20 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.738893081Z
1:M 20 Apr 2026 06:23:03.583 * <search> Enabled role change notification,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.739934969Z
"1:M 20 Apr 2026 06:23:03.584 * <search> Cluster configuration: AUTO partitions, type: 0, coordinator timeout: 0ms",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.739950909Z
1:M 20 Apr 2026 06:23:03.584 * <search> Register write commands,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.739973641Z
1:M 20 Apr 2026 06:23:03.584 * Module 'search' loaded from /usr/local/lib/redis/modules//redisearch.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.739981505Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ cf-expansion-factor :         1 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740038597Z
1:M 20 Apr 2026 06:23:03.580 * <bf> 	{ cf-max-expansions   :        32 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740046720Z
1:M 20 Apr 2026 06:23:03.580 * <bf> ],info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740053730Z
1:M 20 Apr 2026 06:23:03.581 * Module 'bf' loaded from /usr/local/lib/redis/modules//redisbloom.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740062911Z
1:M 20 Apr 2026 06:23:03.583 * <search> Redis version found by RedisSearch : 8.2.1 - oss,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740077776Z
1:M 20 Apr 2026 06:23:03.583 * <search> RediSearch version 8.2.1 (Git=dba8dd0),info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740085824Z
1:M 20 Apr 2026 06:23:03.583 * <search> Low level api version 1 initialized successfully,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740093385Z
"1:M 20 Apr 2026 06:23:03.583 * <search> gc: ON, prefix min length: 2, min word length to stem: 4, prefix max expansions: 200, query timeout (ms): 500, timeout policy: return, cursor read size: 1000, cursor max idle (ms): 300000, max doctable size: 1000000, max number of search results:  1000000, ",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740101263Z
1:M 20 Apr 2026 06:23:03.583 * <search> Initialized thread pools!,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740108736Z
1:M 20 Apr 2026 06:23:03.583 * <search> Disabled workers threadpool of size 0,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740116043Z
1:M 20 Apr 2026 06:23:03.583 * <search> Subscribe to config changes,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.740124465Z
"1:M 20 Apr 2026 06:23:03.584 * <timeseries> RedisTimeSeries version 80200, git_sha=1439d4a439ca9c063e6ef124a510abff09a5d493",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742299184Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> Redis version found by RedisTimeSeries : 8.2.1 - oss,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742307988Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742316607Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-compaction-policy   :              },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742325471Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-num-threads         :            3 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742333351Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-retention-policy    :            0 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742341712Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-duplicate-policy    :        block },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742351189Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-chunk-size-bytes    :         4096 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742359703Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-encoding            :   compressed },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742368310Z
1:M 20 Apr 2026 06:23:03.584 * <timeseries> 	{ ts-ignore-max-time-diff:            0 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:23:04.742376603Z
