Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Duration,Signal Gained Profit %,Entry Targets % Filled,Number of Filled Entry Targets,Filled Average Entry Price,Number of Entry Targets,Entry Zone Range,Average Entry Price,TP1 Price,TP2 Price,TP3 Price,TP4 Price,TP5 Price,TP6 Price,TP7 Price,TP8 Price,TP9 Price,TP10 Price,Stop Loss Price
2026-03-25 00:05:26,SignalTactics,,Binance Futures,AVAX/USDT,Stopped Out,Cross (10.0X),Long,0,3 hr 7 min,-6.5482,100.0,1,9.621,1,9.621-9.621,9.621,,,,,,,,,,,9.558
2026-03-25 00:00:11,SignalTactics,,Binance Futures,DOT/USDT,Stopped Out,Cross (10.0X),Long,0,5 hr 53 min,-8.5714,100.0,1,1.4,1,1.4-1.4,1.4,,,,,,,,,,,1.388
2026-03-24 23:45:19,SignalTactics,,Binance Futures,ETH/USDT,Stopped Out,Cross (10.0X),Long,0,45 min,-6.5989,100.0,1,2159.46,1,2159.46-2159.46,2159.46,,,,,,,,,,,2145.21
2026-03-24 23:42:27,SignalTactics,,Binance Futures,DOT/USDT,Stopped Out,Cross (10.0X),Long,0,6 hr 18 min,-9.299,100.0,1,1.398,1,1.398-1.398,1.398,,,,,,,,,,,1.385
2026-03-24 23:30:31,SignalTactics,,Binance Futures,ETH/USDT,Stopped Out,Cross (10.0X),Long,0,59 min,-6.8707,100.0,1,2158.44,1,2158.44-2158.44,2158.44,,,,,,,,,,,2143.61
2026-03-24 23:27:34,SignalTactics,,Binance Futures,BTC/USDT,Cancelled,Cross (10.0X),Long,1,1 day 5 hr,2.196,100.0,1,70672.4,1,70672.4-70672.4,70672.4,71449.8,,,,,,,,,,
2026-03-24 23:13:37,SignalTactics,,Binance Futures,BTC/USDT,Cancelled,Cross (10.0X),Long,2,1 day 5 hr,10.4314,100.0,1,70495.8,1,70495.8-70495.8,70495.8,71271.3,71905.7,,,,,,,,,
2026-03-24 23:11:59,SignalTactics,,Binance Futures,BCH/USDT,Stopped Out,Cross (10.0X),Long,0,7 hr 48 min,-6.4934,100.0,1,477.41,1,477.41-477.41,477.41,,,,,,,,,,,474.31
2026-03-24 23:10:24,SignalTactics,,Binance Futures,DOGE/USDT,All Targets Achieved,Cross (10.0X),Long,3,13 hr 45 min,20.8817,100.0,1,0.09482,1,0.09482-0.09482,0.09482,0.09587,0.09674,0.09779,,,,,,,,
2026-03-24 23:06:56,SignalTactics,,Binance Futures,TRX/USDT,Cancelled,Cross (10.0X),Short,0,10 hr 32 min,-4.3955,100.0,1,0.30713,1,0.30713-0.30713,0.30713,,,,,,,,,,,
2026-03-24 23:05:08,SignalTactics,,Binance Futures,DUSK/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 12 min,-19.677,100.0,1,0.12756,1,0.12763-0.12763,0.12763,,,,,,,,,,,0.12505
2026-03-24 23:00:06,SignalTactics,,Binance Futures,LYN/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 59 min,-23.9794,100.0,1,0.06589,1,0.06583-0.06583,0.06583,,,,,,,,,,,0.06747
2026-03-24 22:44:34,SignalTactics,,Binance Futures,PAXG/USDT,Partial Targets Achieved,Cross (10.0X),Long,2,1 day 7 hr,10.1492,100.0,1,4471.61,1,4473.28-4473.28,4473.28,4532.16,4580.33,,,,,,,,,4438.49
2026-03-24 22:42:12,SignalTactics,,Binance Futures,DOGE/USDT,All Targets Achieved,Cross (10.0X),Long,3,7 hr 45 min,22.0199,100.0,1,0.09446,1,0.09446-0.09446,0.09446,0.09557,0.09647,0.09758,,,,,,,,
2026-03-24 22:29:46,SignalTactics,,Binance Futures,BCH/USDT,Cancelled,Cross (10.0X),Long,0,15 hr 22 min,-3.9833,100.0,1,476.99,1,476.99-476.99,476.99,,,,,,,,,,,
2026-03-24 22:27:06,SignalTactics,,Binance Futures,LINK/USDT,Partial Targets Achieved,Cross (10.0X),Long,2,1 day 7 hr,9.5186,100.0,1,9.21,1,9.21-9.21,9.21,9.328,9.425,,,,,,,,,9.14
2026-03-24 22:12:29,SignalTactics,,Binance Futures,BTC/USDT,Cancelled,Cross (10.0X),Long,2,1 day 6 hr,10.4653,100.0,1,70519.0,1,70519.0-70519.0,70519.0,71305.5,71949.0,,,,,,,,,
2026-03-24 22:10:23,SignalTactics,,Binance Futures,PAXG/USDT,Stopped Out,Cross (10.0X),Long,0,19 min,-7.3797,100.0,1,4492.08,1,4492.08-4492.08,4492.08,,,,,,,,,,,4458.93
2026-03-24 22:08:34,SignalTactics,,Binance Futures,ADA/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 4 min,25.5255,100.0,1,0.2664,1,0.2664-0.2664,0.2664,0.27,0.273,0.2766,,,,,,,,
2026-03-24 22:01:16,SignalTactics,,Binance Futures,FARTCOIN/USDT,Partial Targets Achieved,Cross (10.0X),Long,2,1 day 11 hr,26.2538,100.0,1,0.1841,1,0.1846-0.1846,0.1846,0.1904,0.1952,,,,,,,,,0.1812
2026-03-24 21:59:16,SignalTactics,,Binance Futures,BEAT/USDT,Stopped Out,Cross (10.0X),Short,0,2 hr 13 min,-28.7657,100.0,1,0.5736,1,0.5729-0.5729,0.5729,,,,,,,,,,,0.5901
2026-03-24 21:55:47,SignalTactics,,Binance Futures,ARIA/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 20 min,-26.5848,100.0,1,0.31597,1,0.31708-0.31708,0.31708,,,,,,,,,,,0.30757
2026-03-24 21:43:38,SignalTactics,,Binance Futures,FIL/USDT,Stopped Out,Cross (10.0X),Long,0,46 min,-9.6567,100.0,1,0.932,1,0.933-0.933,0.933,,,,,,,,,,,0.923
2026-03-24 21:41:55,SignalTactics,,Binance Futures,LINK/USDT,Partial Targets Achieved,Cross (10.0X),Long,2,1 day 8 hr,9.92,100.0,1,9.207,1,9.207-9.207,9.207,9.33,9.43,,,,,,,,,9.135
2026-03-24 21:29:31,SignalTactics,,Binance Futures,SIREN/USDT,Stopped Out,Cross (10.0X),Short,0,2 hr 38 min,-29.1426,100.0,1,1.00437,1,1.00353-1.00353,1.00353,,,,,,,,,,,1.03364
2026-03-24 21:26:50,SignalTactics,,Binance Futures,ASTER/USDT,Cancelled,Cross (10.0X),Long,1,15 hr 25 min,3.1456,100.0,1,0.6676,1,0.6676-0.6676,0.6676,0.6749,,,,,,,,,,
2026-03-24 21:06:35,SignalTactics,,Binance Futures,FET/USDT,Stopped Out,Cross (10.0X),Long,0,13 min,-22.8183,100.0,1,0.2498,1,0.2498-0.2498,0.2498,,,,,,,,,,,0.2441
2026-03-24 20:58:25,SignalTactics,,Binance Futures,AVAX/USDT,Cancelled,Cross (10.0X),Long,2,1 day 6 hr,11.8649,100.0,1,9.552,1,9.552-9.552,9.552,9.668,9.762,,,,,,,,,
2026-03-24 20:56:07,SignalTactics,,Binance Futures,TRX/USDT,Cancelled,Cross (10.0X),Short,1,12 hr 43 min,4.0391,100.0,1,0.30865,1,0.30865-0.30865,0.30865,0.30525,,,,,,,,,,
2026-03-24 20:54:20,SignalTactics,,Binance Futures,PAXG/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 35 min,-7.7025,100.0,1,4486.84,1,4486.84-4486.84,4486.84,,,,,,,,,,,4452.28
2026-03-24 20:51:45,SignalTactics,,Binance Futures,FET/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 22 min,-23.0583,100.0,1,0.2472,1,0.2472-0.2472,0.2472,,,,,,,,,,,0.2415
2026-03-24 20:45:28,SignalTactics,,Binance Futures,XRP/USDT,Cancelled,Cross (10.0X),Long,2,19 hr 11 min,10.1434,100.0,1,1.4065,1,1.4065-1.4065,1.4065,1.422,1.4346,,,,,,,,,
2026-03-24 20:42:56,SignalTactics,,Binance Futures,SOL/USDT,Cancelled,Cross (10.0X),Long,2,1 day 1 hr,18.2034,100.0,1,89.91,1,89.91-89.91,89.91,91.23,92.32,,,,,,,,,
2026-03-24 20:41:00,SignalTactics,,Binance Futures,ASTER/USDT,Cancelled,Cross (10.0X),Long,1,16 hr 11 min,4.1504,100.0,1,0.6666,1,0.6666-0.6666,0.6666,0.6739,,,,,,,,,,
2026-03-24 20:29:22,SignalTactics,,Binance Futures,FIL/USDT,Stopped Out,Cross (10.0X),Long,0,4 hr 1 min,-11.828,100.0,1,0.93,1,0.93-0.93,0.93,,,,,,,,,,,0.919
2026-03-24 20:26:21,SignalTactics,,Binance Futures,PIPPIN/USDT,All Targets Achieved,Cross (10.0X),Short,3,19 hr 42 min,81.1045,100.0,1,0.08076,1,0.08041-0.08041,0.08041,0.07711,0.07441,0.07111,,,,,,,,
2026-03-24 20:04:48,SignalTactics,,Binance Futures,TAO/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 15 min,-22.8554,100.0,1,331.65,1,331.65-331.65,331.65,,,,,,,,,,,324.07
2026-03-24 19:57:26,SignalTactics,,Binance Futures,FET/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 19 min,67.6227,100.0,1,0.2371,1,0.2371-0.2371,0.2371,0.2456,0.2526,0.2612,,,,,,,,
2026-03-24 19:55:24,SignalTactics,,Binance Futures,SUI/USDT,Stopped Out,Cross (10.0X),Short,0,24 min,-6.8677,100.0,1,0.9319,1,0.9319-0.9319,0.9319,,,,,,,,,,,0.9383
2026-03-24 19:53:48,SignalTactics,,Binance Futures,SOL/USDT,Stopped Out,Cross (10.0X),Short,0,27 min,-7.6845,100.0,1,88.49,1,88.48-88.48,88.48,,,,,,,,,,,89.17
2026-03-24 19:50:35,SignalTactics,,Binance Futures,TRX/USDT,Cancelled,Cross (10.0X),Short,0,13 hr 48 min,0.1621,100.0,1,0.30853,1,0.30846-0.30846,0.30846,,,,,,,,,,,
2026-03-24 19:44:26,SignalTactics,,Binance Futures,FET/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 32 min,67.2576,100.0,1,0.2369,1,0.2369-0.2369,0.2369,0.2454,0.2523,0.2608,,,,,,,,
2026-03-24 19:42:31,SignalTactics,,Binance Futures,APT/USDT,Cancelled,Cross (10.0X),Long,2,1 day,25.4376,100.0,1,1.0588,1,1.0588-1.0588,1.0588,1.0845,1.1055,,,,,,,,,
2026-03-24 19:40:51,SignalTactics,,Binance Futures,FIL/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,8 hr 57 min,-1.0858,100.0,1,0.921,1,0.921-0.921,0.921,0.938,,,,,,,,,,0.911
2026-03-24 19:28:58,SignalTactics,,Binance Futures,ENA/USDT,All Targets Achieved,Cross (10.0X),Long,3,16 hr 44 min,39.8707,100.0,1,0.0928,1,0.0929-0.0929,0.0929,0.0948,0.0964,0.0983,,,,,,,,
2026-03-24 19:25:20,SignalTactics,,Binance Futures,FET/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 51 min,66.2168,100.0,1,0.2371,1,0.2372-0.2372,0.2372,0.2455,0.2523,0.2606,,,,,,,,
2026-03-24 19:00:15,SignalTactics,,Binance Futures,FET/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 58 min,68.6652,100.0,1,0.2335,1,0.2335-0.2335,0.2335,0.242,0.249,0.2576,,,,,,,,
2026-03-24 18:55:56,SignalTactics,,Binance Futures,TAO/USDT,All Targets Achieved,Cross (10.0X),Long,3,16 hr 20 min,77.6374,100.0,1,324.5,1,324.5-324.5,324.5,337.91,348.88,362.29,,,,,,,,
2026-03-24 18:45:06,SignalTactics,,Binance Futures,SUI/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 36 min,-7.8033,100.0,1,0.9355,1,0.9354-0.9354,0.9354,,,,,,,,,,,0.9428
2026-03-24 18:43:33,SignalTactics,,Binance Futures,ETH/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 37 min,-8.0564,100.0,1,2118.82,1,2118.69-2118.69,2118.69,,,,,,,,,,,2135.89
2026-03-24 18:41:38,SignalTactics,,Binance Futures,DUSK/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,10 hr 51 min,-2.9882,100.0,1,0.12382,1,0.12382-0.12382,0.12382,0.12987,,,,,,,,,,0.12024
2026-03-24 18:39:46,SignalTactics,,Binance Futures,FET/USDT,All Targets Achieved,Cross (10.0X),Long,3,16 hr 36 min,71.2663,100.0,1,0.2348,1,0.235-0.235,0.235,0.2438,0.251,0.2598,,,,,,,,
2026-03-24 18:29:34,SignalTactics,,Binance Futures,1000SHIB/USDT,Stopped Out,Cross (10.0X),Short,0,37 min,-7.7519,100.0,1,0.006063,1,0.006063-0.006063,0.006063,,,,,,,,,,,0.00611
2026-03-24 18:27:56,SignalTactics,,Binance Futures,WLD/USDT,Stopped Out,Cross (10.0X),Short,0,11 min,-9.2445,100.0,1,0.3137,1,0.3136-0.3136,0.3136,,,,,,,,,,,0.3166
2026-03-24 18:24:09,SignalTactics,,Binance Futures,1000SHIB/USDT,Stopped Out,Cross (10.0X),Short,0,42 min,-7.5908,100.0,1,0.00606,1,0.006059-0.006059,0.006059,,,,,,,,,,,0.006106
2026-03-24 18:14:54,SignalTactics,,Binance Futures,TAO/USDT,All Targets Achieved,Cross (10.0X),Long,3,16 hr 15 min,73.2931,100.0,1,319.63,1,319.69-319.69,319.69,332.13,342.3,354.74,,,,,,,,
2026-03-24 17:59:26,SignalTactics,,Binance Futures,PIPPIN/USDT,All Targets Achieved,Cross (10.0X),Short,3,22 hr 18 min,100.0167,100.0,1,0.07992,1,0.07992-0.07992,0.07992,0.07572,0.07213,0.06793,,,,,,,,
2026-03-24 17:39:22,SignalTactics,,Binance Futures,NEAR/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 21 min,-8.5737,100.0,1,1.283,1,1.282-1.282,1.282,,,,,,,,,,,1.294
2026-03-24 17:37:18,SignalTactics,,Binance Futures,BANANAS31/USDT,Stopped Out,Cross (10.0X),Short,0,7 min,-28.0414,100.0,1,0.014015,1,0.013988-0.013988,0.013988,,,,,,,,,,,0.014408
2026-03-24 17:28:44,SignalTactics,,Binance Futures,SUI/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 10 min,-8.0645,100.0,1,0.93,1,0.9297-0.9297,0.9297,,,,,,,,,,,0.9375
2026-03-24 17:25:46,SignalTactics,,Binance Futures,BANANAS31/USDT,Stopped Out,Cross (10.0X),Short,0,19 min,-29.9286,100.0,1,0.014,1,0.013999-0.013999,0.013999,,,,,,,,,,,0.014419
2026-03-24 17:20:20,SignalTactics,,Binance Futures,BANANAS31/USDT,Stopped Out,Cross (10.0X),Short,0,29 min,-30.0142,100.0,1,0.01406,1,0.01406-0.01406,0.01406,,,,,,,,,,,0.014482
2026-03-24 17:14:00,SignalTactics,,Binance Futures,1000PEPE/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 24 min,-7.6762,100.0,1,0.0034001,1,0.0033939-0.0033939,0.0033939,,,,,,,,,,,0.0034262
2026-03-24 17:11:46,SignalTactics,,Binance Futures,SUI/USDT,Stopped Out,Cross (10.0X),Short,0,3 hr 9 min,-7.3876,100.0,1,0.934,1,0.933-0.933,0.933,,,,,,,,,,,0.9409
2026-03-24 17:10:11,SignalTactics,,Binance Futures,DOGE/USDT,Stopped Out,Cross (10.0X),Short,0,3 hr 10 min,-7.8393,100.0,1,0.09312,1,0.09312-0.09312,0.09312,,,,,,,,,,,0.09385
2026-03-24 17:05:28,SignalTactics,,Binance Futures,NEAR/USDT,Stopped Out,Cross (10.0X),Short,0,1 hr 35 min,-8.5803,100.0,1,1.282,1,1.281-1.281,1.281,,,,,,,,,,,1.293
2026-03-24 16:58:58,SignalTactics,,Binance Futures,DOT/USDT,Stopped Out,Cross (10.0X),Short,0,3 hr 21 min,-10.1818,100.0,1,1.375,1,1.375-1.375,1.375,,,,,,,,,,,1.389
2026-03-24 16:37:32,SignalTactics,,Binance Futures,TAO/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 43 min,71.3362,100.0,1,314.38,1,314.38-314.38,314.38,326.32,336.08,348.02,,,,,,,,
2026-03-24 16:28:25,SignalTactics,,Binance Futures,BTC/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,3 hr 58 min,-0.7147,100.0,1,69773.2,1,69773.2-69773.2,69773.2,68950.0,,,,,,,,,,70259.6
2026-03-24 16:26:36,SignalTactics,,Binance Futures,LTC/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 17 min,-6.1019,100.0,1,55.72,1,55.74-55.74,55.74,,,,,,,,,,,55.38
2026-03-24 16:24:57,SignalTactics,,Binance Futures,TAO/USDT,All Targets Achieved,Cross (10.0X),Long,3,16 hr 14 min,72.2568,100.0,1,315.08,1,315.08-315.08,315.08,327.2,337.11,349.23,,,,,,,,
2026-03-24 16:14:37,SignalTactics,,Binance Futures,DOT/USDT,Stopped Out,Cross (10.0X),Short,0,4 hr 5 min,-9.4545,100.0,1,1.375,1,1.374-1.374,1.374,,,,,,,,,,,1.388
2026-03-24 16:12:50,SignalTactics,,Binance Futures,FET/USDT,Stopped Out,Cross (10.0X),Long,0,51 min,-22.0493,100.0,1,0.2313,1,0.2313-0.2313,0.2313,,,,,,,,,,,0.2262
2026-03-24 16:10:55,SignalTactics,,Binance Futures,TAO/USDT,All Targets Achieved,Cross (10.0X),Long,3,15 hr 1 min,70.7006,100.0,1,313.67,1,313.87-313.87,313.87,325.57,335.14,346.83,,,,,,,,
2026-03-24 16:09:15,SignalTactics,,Binance Futures,DOT/USDT,Stopped Out,Cross (10.0X),Short,0,4 hr 13 min,-10.167,100.0,1,1.377,1,1.377-1.377,1.377,,,,,,,,,,,1.391
2026-03-24 16:04:08,SignalTactics,,Binance Futures,DOT/USDT,Stopped Out,Cross (10.0X),Short,0,4 hr 17 min,-10.1744,100.0,1,1.376,1,1.376-1.376,1.376,,,,,,,,,,,1.39
2026-03-24 15:58:50,SignalTactics,,Binance Futures,DOT/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,4 hr 25 min,-0.4827,100.0,1,1.381,1,1.38-1.38,1.38,1.357,,,,,,,,,,1.394
2026-03-24 15:24:23,SignalTactics,,Binance Futures,ARB/USDT,Stopped Out,Cross (10.0X),Long,0,1 hr 33 min,-11.3169,100.0,1,0.0972,1,0.0972-0.0972,0.0972,,,,,,,,,,,0.0961
2026-03-24 15:20:34,SignalTactics,,Binance Futures,HYPE/USDT,Cancelled,Cross (10.0X),Long,2,1 day 11 hr,24.4225,100.0,1,39.267,1,39.288-39.288,39.288,40.182,40.914,,,,,,,,,
2026-03-24 15:13:49,SignalTactics,,Binance Futures,BTC/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,6 hr 29 min,-0.3123,100.0,1,69919.0,1,69891.1-69891.1,69891.1,69070.7,,,,,,,,,,70375.9
2026-03-24 15:11:21,SignalTactics,,Binance Futures,HYPE/USDT,All Targets Achieved,Cross (10.0X),Long,3,20 hr 22 min,44.0357,100.0,1,38.923,1,38.949-38.949,38.949,39.847,40.583,41.481,,,,,,,,
2026-03-24 15:09:11,SignalTactics,,Binance Futures,BNB/USDT,Stopped Out,Cross (10.0X),Short,0,5 hr 15 min,-6.2782,100.0,1,630.75,1,630.61-630.61,630.61,,,,,,,,,,,634.71
2026-03-24 15:07:34,SignalTactics,,Binance Futures,ZRO/USDT,Stopped Out,Cross (10.0X),Long,0,2 hr,-14.5169,100.0,1,2.225,1,2.2255-2.2255,2.2255,,,,,,,,,,,2.1927
2026-03-24 15:05:45,SignalTactics,,Binance Futures,HYPE/USDT,All Targets Achieved,Cross (10.0X),Long,3,20 hr 20 min,41.6795,100.0,1,38.868,1,38.868-38.868,38.868,39.73,40.436,41.298,,,,,,,,
2026-03-24 15:03:51,SignalTactics,,Binance Futures,BNB/USDT,Stopped Out,Cross (10.0X),Short,0,5 hr 20 min,-6.5028,100.0,1,630.5,1,630.5-630.5,630.5,,,,,,,,,,,634.6
2026-03-24 15:00:51,SignalTactics,,Binance Futures,DOGE/USDT,Stopped Out,Cross (10.0X),Short,0,5 hr 23 min,-8.137,100.0,1,0.0934,1,0.09335-0.09335,0.09335,,,,,,,,,,,0.09416
2026-03-24 14:58:02,SignalTactics,,Binance Futures,BTC/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,7 hr 10 min,-0.7293,100.0,1,69975.2,1,69975.2-69975.2,69975.2,69133.1,,,,,,,,,,70472.8
2026-03-24 14:22:28,SignalTactics,,Binance Futures,ETH/USDT,Stopped Out,Cross (10.0X),Short,0,6 hr 4 min,-8.2082,100.0,1,2130.8,1,2130.8-2130.8,2130.8,,,,,,,,,,,2148.29
2026-03-24 14:14:07,SignalTactics,,Binance Futures,ENA/USDT,Stopped Out,Cross (10.0X),Short,0,4 hr 24 min,-13.0293,100.0,1,0.0921,1,0.0921-0.0921,0.0921,,,,,,,,,,,0.0933
2026-03-24 14:12:03,SignalTactics,,Binance Futures,BTC/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,7 hr 56 min,-0.6665,100.0,1,70015.2,1,70015.2-70015.2,70015.2,69245.0,,,,,,,,,,70470.3
2026-03-24 14:10:24,SignalTactics,,Binance Futures,ETH/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,9 hr 17 min,-0.7434,100.0,1,2143.22,1,2143.14-2143.14,2143.14,2115.56,,,,,,,,,,2159.44
2026-03-24 14:08:41,SignalTactics,,Binance Futures,SOL/USDT,Cancelled,Cross (10.0X),Short,1,6 hr 34 min,5.1516,100.0,1,89.94,1,89.94-89.94,89.94,88.59,,,,,,,,,,
2026-03-24 14:07:01,SignalTactics,,Binance Futures,BNB/USDT,Stopped Out,Cross (10.0X),Short,0,6 hr 20 min,-6.1779,100.0,1,632.9,1,632.7-632.7,632.7,,,,,,,,,,,636.81
2026-03-24 14:05:15,SignalTactics,,Binance Futures,BTC/USDT,Cancelled,Cross (10.0X),Short,1,8 hr 7 min,1.4148,100.0,1,70278.6,1,70278.6-70278.6,70278.6,69505.5,,,,,,,,,,
2026-03-24 14:03:43,SignalTactics,,Binance Futures,AVAX/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,6 hr 21 min,-0.7046,100.0,1,9.462,1,9.462-9.462,9.462,9.358,,,,,,,,,,9.524
2026-03-24 14:00:07,SignalTactics,,Binance Futures,ADA/USDT,Stopped Out,Cross (10.0X),Short,0,6 hr 22 min,-6.8886,100.0,1,0.2613,1,0.2611-0.2611,0.2611,,,,,,,,,,,0.2631
2026-03-24 13:57:54,SignalTactics,,Binance Futures,ETH/USDT,Partial Targets Achieved,Cross (10.0X),Short,1,6 hr 29 min,-0.7827,100.0,1,2137.82,1,2137.82-2137.82,2137.82,2110.22,,,,,,,,,,2154.13
2026-03-19 22:35:29,SignalTactics,,"OKX Futures, BingX Futures, BloFin Futures, HyperLiquid Futures, KuCoin Futures, Binance Futures, Bitget Futures, ByBit USDT",ETH/USDT,Stopped Out,Isolated (15.0X),Short,0,2 hr 26 min,-7.5704,100.0,1,2139.9,1,2139.9-2139.9,2139.9,,,,,,,,,,,2150.7
2026-03-19 17:23:56,SignalTactics,,"KuCoin Futures, Bitget Futures, BloFin Futures, HyperLiquid Futures, BingX Futures, OKX Futures, ByBit USDT, Binance Futures",ETH/USDT,Stopped Out,Isolated (15.0X),Long,0,15 min,-7.6869,100.0,1,2127.0,1,2127.0-2127.0,2127.0,,,,,,,,,,,2116.1
2026-03-19 09:21:52,SignalTactics,,"KuCoin Futures, HyperLiquid Futures, BloFin Futures, BingX Futures, OKX Futures, Binance Futures, ByBit USDT, Bitget Futures",ETH/USDT,Partial Targets Achieved,Isolated (15.0X),Long,1,2 hr 38 min,-1.769,100.0,1,2176.4,1,2176.4-2176.4,2176.4,2190.5,,,,,,,,,,2165.5
2026-03-19 04:10:08,SignalTactics,,"KuCoin Futures, HyperLiquid Futures, BloFin Futures, ByBit USDT, BingX Futures, Bitget Futures, OKX Futures, Binance Futures",ETH/USDT,Cancelled,Isolated (14.0X),Short,0,1 hr 21 min,0.0,0,0,,1,2203.0-2203.0,2203.0,,,,,,,,,,,
2026-03-19 01:43:03,SignalTactics,,"Binance Futures, HyperLiquid Futures, KuCoin Futures, Bitget Futures, BingX Futures, BloFin Futures, ByBit USDT, OKX Futures",ETH/USDT,Cancelled,Isolated (15.0X),Long,2,18 min,-6.6157,100.0,1,2199.3,1,2200.6-2200.6,2200.6,,,,,,,,,,,2189.6
2026-03-18 10:40:06,SignalTactics,,"HyperLiquid Futures, BingX Futures, KuCoin Futures, OKX Futures, Bitget Futures, Binance Futures, ByBit USDT, BloFin Futures",ETH/USDT,Cancelled,Isolated (15.0X),Short,0,23 min,0.0,0,0,,1,2322.5-2322.5,2322.5,,,,,,,,,,,
2026-03-18 08:15:23,SignalTactics,,"BingX Futures, Bitget Futures, BloFin Futures, Binance Futures, ByBit USDT, KuCoin Futures, OKX Futures, HyperLiquid Futures",ETH/USDT,Cancelled,Isolated (15.0X),Long,0,2 hr 30 min,-5.8834,100.0,1,2320.1,1,2322.6-2322.6,2322.6,,,,,,,,,,,2311.0
2026-03-18 08:05:16,SignalTactics,,"BloFin Futures, BingX Futures, Bitget Futures, Binance Futures, ByBit USDT, HyperLiquid Futures, KuCoin Futures, OKX Futures",ETH/USDT,Cancelled,Isolated (15.0X),Long,0,2 hr 40 min,-7.0554,100.0,1,2321.62,1,2322.3-2322.3,2322.3,,,,,,,,,,,2310.7
2026-03-18 06:25:06,SignalTactics,,"KuCoin Futures, OKX Futures, Binance Futures, Bitget Futures, BloFin Futures, BingX Futures, HyperLiquid Futures, ByBit USDT",ETH/USDT,Stopped Out,Isolated (14.0X),Long,0,44 min,-6.9143,100.0,1,2328.5,1,2328.6-2328.6,2328.6,,,,,,,,,,,2317.0
2026-03-18 04:27:13,SignalTactics,,"KuCoin Futures, HyperLiquid Futures, BingX Futures, ByBit USDT, BloFin Futures, Binance Futures, OKX Futures, Bitget Futures",ETH/USDT,Cancelled,Isolated (15.0X),Short,1,1 hr 57 min,5.5958,100.0,1,2333.9,1,2333.9-2333.9,2333.9,2318.7,,,,,,,,,,
2026-03-18 01:00:16,SignalTactics,,"BingX Futures, BloFin Futures, Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures, OKX Futures, HyperLiquid Futures",ETH/USDT,Partial Targets Achieved,Isolated (14.0X),Long,1,4 hr 54 min,-1.6257,100.0,1,2325.2,1,2325.2-2325.2,2325.2,2340.3,,,,,,,,,,2313.6
2026-03-17 22:29:25,SignalTactics,,"BingX Futures, BloFin Futures, Bitget Futures, OKX Futures, ByBit USDT, Binance Futures, HyperLiquid Futures, KuCoin Futures",ETH/USDT,Partial Targets Achieved,Isolated (15.0X),Short,2,4 hr 57 min,5.023,100.0,1,2329.3,1,2329.3-2329.3,2329.3,2317.6,2306.0,,,,,,,,,2340.9
2026-03-17 21:10:09,SignalTactics,,"BingX Futures, BloFin Futures, Bitget Futures, ByBit USDT, Binance Futures, OKX Futures, KuCoin Futures, HyperLiquid Futures",ETH/USDT,Cancelled,Isolated (15.0X),Long,1,1 hr 27 min,-6.9425,100.0,1,2331.29,1,2332.2-2332.2,2332.2,,,,,,,,,,,2320.5
2026-03-17 19:45:32,SignalTactics,,"Bitget Futures, BingX Futures, BloFin Futures, Binance Futures, ByBit USDT, HyperLiquid Futures, KuCoin Futures, OKX Futures",ETH/USDT,Cancelled,Isolated (15.0X),Short,0,1 hr 27 min,-7.4819,100.0,1,2325.6,1,2325.6-2325.6,2325.6,,,,,,,,,,,2337.2
2026-03-17 17:50:08,SignalTactics,,"HyperLiquid Futures, Binance Futures, KuCoin Futures, BingX Futures, BloFin Futures, Bitget Futures, ByBit USDT, OKX Futures",ETH/USDT,Stopped Out,Isolated (15.0X),Long,0,1 hr 51 min,-6.7397,100.0,1,2336.9,1,2338.1-2338.1,2338.1,,,,,,,,,,,2326.4
