Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Signal Gained Profit %,Entry Targets % Filled,Number Of Filled Entry Targets,Number Of Entry Targets
12/19/2024 20:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, ByBit USDT, Binance Futures",EOS/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.2663,100,1,1
12/19/2024 20:00,IRONS -T,,ByBit USDT,SHIB1000/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0225,100,1,1
12/19/2024 20:00,IRONS -T,,"OKX Futures, ByBit USDT, KuCoin Futures, Bitget Futures, Binance Futures",FTM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.992,100,1,1
12/19/2024 19:00,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures, Bitget Futures",NFP/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.8947,100,1,1
12/19/2024 19:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, ByBit USDT, Binance Futures",JOE/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9052,100,1,1
12/19/2024 19:00,IRONS -T,,"Bitget Futures, OKX Futures, Binance Futures, KuCoin Futures, ByBit USDT",CETUS/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9917,100,1,1
12/19/2024 18:45,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures, Binance Futures",ONT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1344,100,1,1
12/19/2024 18:00,IRONS -T,,"OKX Futures, ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures",AAVE/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9855,100,1,1
12/19/2024 18:00,IRONS -T,,"OKX Futures, ByBit USDT, KuCoin Futures, Binance Futures, Bitget Futures",ICP/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0476,100,1,1
12/19/2024 18:00,IRONS -T,,"Binance Futures, ByBit USDT, KuCoin Futures, Bitget Futures, OKX Futures",KNC/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 18:00,IRONS -T,,"Binance Futures, OKX Futures, Bitget Futures, ByBit USDT, KuCoin Futures",MAGIC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0528,100,1,1
12/19/2024 18:00,IRONS -T,,"OKX Futures, ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures",MINA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.03,100,1,1
12/19/2024 18:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures, ByBit USDT",DOT/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0287,100,1,1
12/19/2024 18:00,IRONS -T,,"OKX Futures, Binance Futures, ByBit USDT, KuCoin Futures, Bitget Futures",GALA/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 18:00,IRONS -T,,"OKX Futures, Binance Futures, ByBit USDT, KuCoin Futures, Bitget Futures",LPT/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 18:00,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures, OKX Futures",ATOM/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9792,100,1,1
12/19/2024 18:00,IRONS -T,,"OKX Futures, KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",JUP/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9438,100,1,1
12/19/2024 16:01,IRONS -T,,"Binance Futures, Bitget Futures, KuCoin Futures, ByBit USDT",IOTX/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9961,100,1,1
12/19/2024 16:01,IRONS -T,,"KuCoin Futures, ByBit USDT, OKX Futures, Bitget Futures, Binance Futures",BSV/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0872,100,1,1
12/19/2024 16:01,IRONS -T,,"ByBit USDT, KuCoin Futures, Bitget Futures, Binance Futures",XAI/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1468,100,1,1
12/19/2024 16:01,IRONS -T,,"Binance Futures, ByBit USDT, Bitget Futures, OKX Futures, KuCoin Futures",IOTA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0682,100,1,1
12/19/2024 16:01,IRONS -T,,"Binance Futures, Bitget Futures, KuCoin Futures, ByBit USDT",KAVA/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9824,100,1,1
12/19/2024 16:01,IRONS -T,,"Bitget Futures, ByBit USDT, Binance Futures",TLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9746,100,1,1
12/19/2024 16:00,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",CAKE/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1227,100,1,1
12/19/2024 16:00,IRONS -T,,"ByBit USDT, KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures",KSM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9458,100,1,1
12/19/2024 16:00,IRONS -T,,"Bitget Futures, Binance Futures, KuCoin Futures, ByBit USDT",CTSI/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0613,100,1,1
12/19/2024 16:00,IRONS -T,,"KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures",RVN/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9508,100,1,1
12/19/2024 16:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, ByBit USDT, Binance Futures",PYTH/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9046,100,1,1
12/19/2024 16:00,IRONS -T,,"ByBit USDT, Bitget Futures, KuCoin Futures, Binance Futures, OKX Futures",WLD/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0211,100,1,1
12/19/2024 16:00,IRONS -T,,"OKX Futures, Bitget Futures, KuCoin Futures, Binance Futures, ByBit USDT",AXS/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0092,100,1,1
12/19/2024 16:00,IRONS -T,,"ByBit USDT, Binance Futures",RLC/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9852,100,1,1
12/19/2024 16:00,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",RUNE/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0398,100,1,1
12/19/2024 16:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures, ByBit USDT",BCH/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0529,100,1,1
12/19/2024 8:00,IRONS -T,,"KuCoin Futures, Binance Futures, Bitget Futures, ByBit USDT",HOOK/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0179,100,1,1
12/19/2024 8:00,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",DYM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.878,100,1,1
12/19/2024 8:00,IRONS -T,,"Bitget Futures, OKX Futures, KuCoin Futures, ByBit USDT, Binance Futures",MINA/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9631,100,1,1
12/19/2024 5:00,IRONS -T,,,AR/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.024,100,1,1
12/19/2024 2:30,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures",SPELL/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9935,100,1,1
12/19/2024 2:15,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",NTRN/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9625,100,1,1
12/19/2024 2:15,IRONS -T,,"Binance Futures, Bitget Futures, ByBit USDT, OKX Futures",GLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.1833,100,1,1
12/19/2024 2:15,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",IOTX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0462,100,1,1
12/19/2024 2:15,IRONS -T,,"ByBit USDT, KuCoin Futures",WAVES/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0512,100,1,1
12/19/2024 2:15,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures, Binance Futures",FLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.77,100,1,1
12/19/2024 2:15,IRONS -T,,"ByBit USDT, OKX Futures, Binance Futures, KuCoin Futures, Bitget Futures",ONT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.2074,100,1,1
12/19/2024 2:15,IRONS -T,,"ByBit USDT, OKX Futures, KuCoin Futures, Binance Futures, Bitget Futures",ENJ/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8443,100,1,1
12/19/2024 2:15,IRONS -T,,"KuCoin Futures, Binance Futures, Bitget Futures, ByBit USDT, OKX Futures",AEVO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9168,100,1,1
12/19/2024 2:15,IRONS -T,,"ByBit USDT, OKX Futures, Binance Futures, Bitget Futures, KuCoin Futures",MANA/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9848,100,1,1
12/19/2024 2:15,IRONS -T,,"Bitget Futures, ByBit USDT, Binance Futures, OKX Futures, KuCoin Futures",DYDX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0375,100,1,1
12/19/2024 2:00,IRONS -T,,ByBit USDT,AIOZ/USDT,Cancelled,Cross (10.0X),Short,0,0,0,0,1
12/19/2024 2:00,IRONS -T,,"ByBit USDT, OKX Futures, Binance Futures, KuCoin Futures, Bitget Futures",KNC/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9233,100,1,1
12/19/2024 2:00,IRONS -T,,"OKX Futures, ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures",CHZ/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9835,100,1,1
12/19/2024 1:30,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures, ByBit USDT",JUP/USDT,All Targets Achieved,Cross (10.0X),Short,1,45,100,1,1
12/19/2024 0:45,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures",RIF/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9768,100,1,1
12/19/2024 0:00,IRONS -T,,"Binance Futures, ByBit USDT",RLC/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9947,100,1,1
12/19/2024 0:00,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",CTSI/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0481,100,1,1
12/19/2024 0:00,IRONS -T,,"OKX Futures, Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures",ONT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0043,100,1,1
12/19/2024 0:00,IRONS -T,,"Bitget Futures, Binance Futures, ByBit USDT",ONG/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8829,100,1,1
12/19/2024 0:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT, Binance Futures",PEOPLE/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9572,100,1,1
12/19/2024 0:00,IRONS -T,,"KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures",EOS/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9667,100,1,1
12/19/2024 0:00,IRONS -T,,"ByBit USDT, OKX Futures, KuCoin Futures, Binance Futures, Bitget Futures",AVAX/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9345,100,1,1
12/19/2024 0:00,IRONS -T,,"ByBit USDT, Binance Futures",LUNA2/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0885,100,1,1
12/19/2024 0:00,IRONS -T,,"OKX Futures, KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",BCH/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0125,100,1,1
12/19/2024 0:00,IRONS -T,,"KuCoin Futures, Binance Futures, OKX Futures, Bitget Futures, ByBit USDT",WLD/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8755,100,1,1
12/18/2024 23:00,IRONS -T,,"OKX Futures, KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",ONDO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.975,100,1,1
12/18/2024 22:00,IRONS -T,,"Bitget Futures, ByBit USDT, KuCoin Futures, OKX Futures, Binance Futures",OP/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0151,100,1,1
12/18/2024 21:00,IRONS -T,,"ByBit USDT, Bitget Futures, Binance Futures, OKX Futures, KuCoin Futures",LPT/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9927,100,1,1
12/18/2024 21:00,IRONS -T,,"KuCoin Futures, Binance Futures, ByBit USDT, Bitget Futures",CTSI/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.7442,100,1,1
12/18/2024 21:00,IRONS -T,,"KuCoin Futures, ByBit USDT",DODO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8223,100,1,1
12/18/2024 21:00,IRONS -T,,"OKX Futures, Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures",GALA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.107,100,1,1
12/18/2024 20:15,IRONS -T,,"Binance Futures, Bitget Futures, OKX Futures, KuCoin Futures, ByBit USDT",FLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.3413,100,1,1
12/18/2024 20:15,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",XVS/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9496,100,1,1
12/18/2024 20:15,IRONS -T,,"ByBit USDT, OKX Futures, Bitget Futures, Binance Futures",GLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.8466,100,1,1
12/18/2024 20:15,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, OKX Futures, Binance Futures",DYDX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.2511,100,1,1
12/18/2024 20:15,IRONS -T,,"Bitget Futures, OKX Futures, ByBit USDT",CORE/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0229,100,1,1
12/18/2024 20:15,IRONS -T,,"KuCoin Futures, ByBit USDT, OKX Futures, Bitget Futures, Binance Futures",ONT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.303,100,1,1
12/18/2024 20:15,IRONS -T,,"OKX Futures, ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures",AEVO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9115,100,1,1
12/18/2024 20:15,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT",CRO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9898,100,1,1
12/18/2024 20:15,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, Binance Futures, ByBit USDT",COMP/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0485,100,1,1
12/18/2024 20:00,IRONS -T,,"Bitget Futures, OKX Futures, KuCoin Futures, ByBit USDT, Binance Futures",ADA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0208,100,1,1
12/18/2024 20:00,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures",COTI/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0288,100,1,1
12/18/2024 20:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures, ByBit USDT",ICX/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9842,100,1,1
12/18/2024 20:00,IRONS -T,,ByBit USDT,MBL/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0842,100,1,1
12/18/2024 20:00,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, OKX Futures, Binance Futures",ZIL/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0338,100,1,1
12/18/2024 20:00,IRONS -T,,"Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures",LEVER/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9321,100,1,1
12/18/2024 20:00,IRONS -T,,"ByBit USDT, Bitget Futures, OKX Futures, KuCoin Futures, Binance Futures",MKR/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0117,100,1,1
12/18/2024 20:00,IRONS -T,,"OKX Futures, KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",AR/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0047,100,1,1
12/18/2024 17:15,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures",RIF/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9898,100,1,1
12/18/2024 16:30,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",NTRN/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9786,100,1,1
12/18/2024 16:00,IRONS -T,,"OKX Futures, KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",FXS/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.7128,100,1,1
12/18/2024 16:00,IRONS -T,,"KuCoin Futures, ByBit USDT",MDT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0305,100,1,1
12/18/2024 16:00,IRONS -T,,"ByBit USDT, KuCoin Futures, Binance Futures",TOKEN/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9982,100,1,1
12/18/2024 13:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, ByBit USDT, Binance Futures",MAGIC/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9885,100,1,1
12/18/2024 13:00,IRONS -T,,"ByBit USDT, OKX Futures, Bitget Futures, KuCoin Futures, Binance Futures",GMX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1477,100,1,1
12/18/2024 13:00,IRONS -T,,"ByBit USDT, KuCoin Futures, OKX Futures, Bitget Futures, Binance Futures",GMT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1168,100,1,1
12/18/2024 8:00,IRONS -T,,"Bitget Futures, OKX Futures, Binance Futures, ByBit USDT, KuCoin Futures",MAGIC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0357,100,1,1
12/18/2024 6:00,IRONS -T,,"Binance Futures, KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures",JUP/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9799,100,1,1
12/18/2024 6:00,IRONS -T,,"ByBit USDT, KuCoin Futures, Binance Futures",LINA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.2521,100,1,1
12/18/2024 6:00,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures, OKX Futures",KNC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0689,100,1,1
12/18/2024 6:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, ByBit USDT, Binance Futures",WIF/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9448,100,1,1
12/18/2024 5:15,IRONS -T,,"ByBit USDT, Bitget Futures, KuCoin Futures, Binance Futures",MAV/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1155,100,1,1
12/18/2024 4:30,IRONS -T,,"KuCoin Futures, ByBit USDT",WAVES/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.964,100,1,1
12/18/2024 4:30,IRONS -T,,"Bitget Futures, ByBit USDT, KuCoin Futures, Binance Futures",ALT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.019,100,1,1
12/18/2024 4:00,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, OKX Futures, Binance Futures",GMT/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.265,100,1,1
12/18/2024 4:00,IRONS -T,,"OKX Futures, ByBit USDT, KuCoin Futures, Binance Futures, Bitget Futures",DOT/USDT,All Targets Achieved,Cross (10.0X),Short,1,44.9599,100,1,1
12/18/2024 2:00,IRONS -T,,"KuCoin Futures, OKX Futures, Bitget Futures, Binance Futures, ByBit USDT",GMT/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.7265,100,1,1
12/18/2024 2:00,IRONS -T,,"Binance Futures, OKX Futures, ByBit USDT, Bitget Futures, KuCoin Futures",AR/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0145,100,1,1
12/18/2024 0:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures, ByBit USDT",BLUR/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1133,100,1,1
12/17/2024 23:30,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, OKX Futures, Binance Futures",KNC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0457,100,1,1
12/17/2024 23:15,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures",NTRN/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0375,100,1,1
12/17/2024 23:15,IRONS -T,,"KuCoin Futures, ByBit USDT, Binance Futures",RIF/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0398,100,1,1
12/17/2024 23:15,IRONS -T,,"OKX Futures, Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures",DYDX/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.2398,100,1,1
12/17/2024 23:15,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, OKX Futures, Binance Futures",ONT/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1158,100,1,1
12/17/2024 23:00,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",NFP/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0421,100,1,1
12/17/2024 23:00,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",POWR/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.1542,100,1,1
12/17/2024 22:30,IRONS -T,,"Bitget Futures, Binance Futures, OKX Futures, ByBit USDT, KuCoin Futures",FLM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.7483,100,1,1
12/17/2024 22:30,IRONS -T,,"ByBit USDT, OKX Futures, KuCoin Futures, Binance Futures, Bitget Futures",AEVO/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9529,100,1,1
12/17/2024 18:45,IRONS -T,,"Bitget Futures, KuCoin Futures, Binance Futures, ByBit USDT",MAV/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1842,100,1,1
12/17/2024 16:00,IRONS -T,,"KuCoin Futures, Bitget Futures, Binance Futures, ByBit USDT",DYM/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9625,100,1,1
12/17/2024 16:00,IRONS -T,,"KuCoin Futures, ByBit USDT, Bitget Futures, OKX Futures, Binance Futures",LQTY/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.984,100,1,1
12/17/2024 16:00,IRONS -T,,"KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures",SUSHI/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0016,100,1,1
12/17/2024 16:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT, Binance Futures",MAGIC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0198,100,1,1
12/17/2024 15:45,IRONS -T,,"Bitget Futures, OKX Futures, ByBit USDT",CORE/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0188,100,1,1
12/17/2024 15:45,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures, Binance Futures",BAND/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.1845,100,1,1
12/17/2024 15:45,IRONS -T,,"ByBit USDT, KuCoin Futures, Binance Futures",LINA/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.6947,100,1,1
12/17/2024 15:30,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures, OKX Futures",GAS/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0363,100,1,1
12/17/2024 8:00,IRONS -T,,ByBit USDT,REQ/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9725,100,1,1
12/17/2024 4:30,IRONS -T,,"Bitget Futures, KuCoin Futures, Binance Futures, ByBit USDT",MAV/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0694,100,1,1
12/17/2024 1:00,IRONS -T,,"ByBit USDT, Bitget Futures, KuCoin Futures, Binance Futures, OKX Futures",KNC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0517,100,1,1
12/17/2024 0:45,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT",AGI/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.002,100,1,1
12/16/2024 20:15,IRONS -T,,"Binance Futures, Bitget Futures, KuCoin Futures, ByBit USDT",RUNE/USDT,Stopped Out,Cross (10.0X),Long,0,-219.983,100,1,1
12/16/2024 18:00,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT, Binance Futures",ETH/USDT,Stopped Out,Cross (10.0X),Long,0,-150.0007,100,1,1
12/16/2024 16:00,IRONS -T,,"Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures, OKX Futures",ONDO/USDT,Cancelled,Cross (10.0X),Long,0,-150.0146,100,1,1
12/16/2024 13:00,IRONS -T,,,NMR/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8795,100,1,1
12/16/2024 12:00,IRONS -T,,"Bitget Futures, KuCoin Futures, ByBit USDT, Binance Futures",NFP/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.092,100,1,1
12/16/2024 12:00,IRONS -T,,"ByBit USDT, Binance Futures, KuCoin Futures, OKX Futures, Bitget Futures",BIGTIME/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8598,100,1,1
12/16/2024 12:00,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",MBOX/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.8211,100,1,1
12/16/2024 10:30,IRONS -T,,"KuCoin Futures, Bitget Futures, OKX Futures, ByBit USDT, Binance Futures",JUP/USDT,All Targets Achieved,Cross (10.0X),Short,1,45.0297,100,1,1
12/16/2024 9:00,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures, OKX Futures",GAS/USDT,All Targets Achieved,Cross (10.0X),Short,1,29.9743,100,1,1
12/16/2024 8:30,IRONS -T,,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures, OKX Futures",KNC/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0377,100,1,1
12/16/2024 3:00,IRONS -T,,"Binance Futures, ByBit USDT, KuCoin Futures, Bitget Futures, OKX Futures",AGLD/USDT,All Targets Achieved,Cross (10.0X),Long,1,30.0228,100,1,1
12/16/2024 1:00,IRONS -T,,"Binance Futures, KuCoin Futures, OKX Futures, ByBit USDT",AUCTION/USDT,All Targets Achieved,Cross (10.0X),Long,1,30.007,100,1,1
12/16/2024 0:30,IRONS -T,,"Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures, OKX Futures",SOL/USDT,Cancelled,Cross (10.0X),Long,0,-220.0222,100,1,1
12/16/2024 0:00,IRONS -T,,"OKX Futures, Binance Futures, ByBit USDT, Bitget Futures, KuCoin Futures",FTM/USDT,All Targets Achieved,Cross (10.0X),Long,1,30.0175,100,1,1
12/16/2024 0:00,IRONS -T,,"ByBit USDT, Bitget Futures, Binance Futures, OKX Futures, KuCoin Futures",ONDO/USDT,Cancelled,Cross (10.0X),Long,0,0,0,0,1
12/15/2024 16:00,IRONS -T,,"Bitget Futures, Binance Futures, ByBit USDT",COS/USDT,All Targets Achieved,Cross (10.0X),Short,1,30.0339,100,1,1
